village,district,state,N,P,K,pH,OC,B,Fe,Zn,S,Temperature,Humidity,Rainfall_monthly,cycle,feature_id,district_code,state_code
Dhekuna,Baloda Bazar,Chhattisgarh,188.16,8.06,338.24,7.5,0.47,0.4,6.11,0.7,52.5,27.0,72,130,2025-26,22_644_shc_2025-26.1644,644,22
Jarve,Baloda Bazar,Chhattisgarh,175.61,15.23,481.53,6.4,0.44,0.1,13.86,0.5,20.0,27.0,72,130,2025-26,22_644_shc_2025-26.3874,644,22
Jarve,Baloda Bazar,Chhattisgarh,175.61,9.86,380.34,7.6,0.46,0.1,8.72,0.42,22.5,27.0,72,130,2025-26,22_644_shc_2025-26.5738,644,22
Jarve,Baloda Bazar,Chhattisgarh,175.61,10.75,454.41,7.7,0.61,0.4,10.8,0.48,25.0,27.0,72,130,2025-26,22_644_shc_2025-26.5829,644,22
Jarve,Baloda Bazar,Chhattisgarh,165.07,20.61,374.08,6.8,0.52,0.4,23.01,0.72,52.5,27.0,72,130,2025-26,22_644_shc_2025-26.5857,644,22
Sakri,Baloda Bazar,Chhattisgarh,225.79,16.13,315.84,6.5,0.58,0.5,6.86,0.6,20.0,27.0,72,130,2025-26,22_644_shc_2025-26.808,644,22
Sakri,Baloda Bazar,Chhattisgarh,213.24,15.23,283.36,7.2,0.41,0.6,6.53,0.39,21.25,27.0,72,130,2025-26,22_644_shc_2025-26.816,644,22
Sakri,Baloda Bazar,Chhattisgarh,283.42,13.44,286.72,7.2,0.49,0.3,5.13,0.35,20.0,27.0,72,130,2025-26,22_644_shc_2025-26.817,644,22
Sakri,Baloda Bazar,Chhattisgarh,188.16,15.23,231.84,6.4,0.41,0.7,9.71,0.61,27.5,27.0,72,130,2025-26,22_644_shc_2025-26.818,644,22
Sakri,Baloda Bazar,Chhattisgarh,150.52,13.44,540.24,7.4,0.28,0.2,14.46,0.34,27.5,27.0,72,130,2025-26,22_644_shc_2025-26.819,644,22
Sakri,Baloda Bazar,Chhattisgarh,238.33,14.33,151.2,6.6,0.46,0.5,7.4,0.5,18.75,27.0,72,130,2025-26,22_644_shc_2025-26.897,644,22
Sakri,Baloda Bazar,Chhattisgarh,213.24,13.44,288.96,6.4,0.41,0.501,10.92,0.53,18.75,27.0,72,130,2025-26,22_644_shc_2025-26.898,644,22
Sakri,Baloda Bazar,Chhattisgarh,200.7,14.34,283.36,6.7,0.33,0.6,9.27,0.59,23.75,27.0,72,130,2025-26,22_644_shc_2025-26.899,644,22
Sakri,Baloda Bazar,Chhattisgarh,175.62,18.82,229.6,6.4,0.43,0.6,10.95,0.58,20.0,27.0,72,130,2025-26,22_644_shc_2025-26.911,644,22
Sakri,Baloda Bazar,Chhattisgarh,213.24,18.82,274.4,6.0,0.43,0.8,5.47,0.42,25.0,27.0,72,130,2025-26,22_644_shc_2025-26.4027,644,22
Sakri,Baloda Bazar,Chhattisgarh,175.62,17.92,143.36,6.0,0.24,0.3,3.07,0.4,23.75,27.0,72,130,2025-26,22_644_shc_2025-26.4028,644,22
Sakri,Baloda Bazar,Chhattisgarh,200.7,13.44,142.24,6.2,0.46,0.6,7.29,0.27,25.0,27.0,72,130,2025-26,22_644_shc_2025-26.4029,644,22
Adhaura,Balrampur,Chhattisgarh,301.06,8.6,290.0799999999999,6.06,0.41,0.78,18.06,1.078,12.04,27.0,72,130,2025-26,22_649_shc_2025-26.1712,649,22
Adhaura,Balrampur,Chhattisgarh,275.97,10.57,236.31999999999996,5.44,0.3,0.97,36.04,0.39,40.32,27.0,72,130,2025-26,22_649_shc_2025-26.2425,649,22
Adhaura,Balrampur,Chhattisgarh,326.14,9.14,265.43999999999994,5.48,0.5,0.81,30.2,0.462,24.08,27.0,72,130,2025-26,22_649_shc_2025-26.1504,649,22
Adhaura,Balrampur,Chhattisgarh,200.7,8.06,218.39999999999995,5.59,0.39,1.14,38.2,0.502,29.68,27.0,72,130,2025-26,22_649_shc_2025-26.1506,649,22
Adhaura,Balrampur,Chhattisgarh,250.88,6.72,165.75999999999996,4.96,0.67,0.84,27.94,0.466,27.72,27.0,72,130,2025-26,22_649_shc_2025-26.1508,649,22
Bahar Chura (431879),Balrampur,Chhattisgarh,326.14,11.2,225.11999999999998,7.85,0.42,1.05,13.78,0.522,30.8,27.0,72,130,2025-26,22_649_shc_2025-26.3472,649,22
Bahar Chura (431879),Balrampur,Chhattisgarh,238.34,11.74,283.35999999999996,6.08,0.29,0.84,14.5,0.584,44.8,27.0,72,130,2025-26,22_649_shc_2025-26.3477,649,22
Bhelwadih,Balrampur,Chhattisgarh,200.7,7.97,362.8799999999999,6.63,0.67,0.7,16.08,1.098,12.88,27.0,72,130,2025-26,22_649_shc_2025-26.1633,649,22
Bhelwadih,Balrampur,Chhattisgarh,313.6,7.97,282.23999999999995,6.38,0.33,0.79,7.72,0.88,24.08,27.0,72,130,2025-26,22_649_shc_2025-26.1703,649,22
Bhelwadih,Balrampur,Chhattisgarh,175.62,9.95,211.67999999999995,6.26,0.5,0.93,10.46,0.862,17.92,27.0,72,130,2025-26,22_649_shc_2025-26.1708,649,22
Bhelwadih,Balrampur,Chhattisgarh,163.07,9.14,321.43999999999994,6.4,0.71,0.83,7.1,1.098,22.12,27.0,72,130,2025-26,22_649_shc_2025-26.1709,649,22
Bhelwadih,Balrampur,Chhattisgarh,326.14,7.97,220.63999999999993,6.62,0.64,0.8,10.24,0.708,10.92,27.0,72,130,2025-26,22_649_shc_2025-26.1711,649,22
Bhelwadih,Balrampur,Chhattisgarh,263.42,9.95,334.8799999999999,6.58,0.56,0.77,13.86,0.726,22.96,27.0,72,130,2025-26,22_649_shc_2025-26.1713,649,22
Bhelwadih,Balrampur,Chhattisgarh,213.25,8.06,262.0799999999999,6.5,0.53,1.09,19.16,0.652,19.88,27.0,72,130,2025-26,22_649_shc_2025-26.1714,649,22
Bhelwadih,Balrampur,Chhattisgarh,313.6,7.97,267.67999999999995,6.64,0.3,0.86,8.86,0.844,21.0,27.0,72,130,2025-26,22_649_shc_2025-26.1717,649,22
Bhelwadih,Balrampur,Chhattisgarh,200.7,9.68,278.87999999999994,6.52,0.42,1.04,14.28,1.12,18.76,27.0,72,130,2025-26,22_649_shc_2025-26.1718,649,22
Bhelwadih,Balrampur,Chhattisgarh,225.79,9.32,217.27999999999994,5.88,0.33,1.1,14.24,0.748,23.8,27.0,72,130,2025-26,22_649_shc_2025-26.1719,649,22
Bhelwadih,Balrampur,Chhattisgarh,338.69,9.41,347.19999999999993,6.02,0.67,0.79,7.54,1.074,16.52,27.0,72,130,2025-26,22_649_shc_2025-26.4907,649,22
Bhelwadih,Balrampur,Chhattisgarh,376.32,7.88,342.7199999999999,6.14,0.42,0.99,13.6,0.826,18.76,27.0,72,130,2025-26,22_649_shc_2025-26.4908,649,22
Bhelwadih,Balrampur,Chhattisgarh,326.14,9.05,264.31999999999994,6.62,0.27,1.04,12.4,1.1,17.92,27.0,72,130,2025-26,22_649_shc_2025-26.4909,649,22
Bhelwadih,Balrampur,Chhattisgarh,313.6,9.23,195.99999999999994,6.31,0.67,1.03,11.66,1.012,15.96,27.0,72,130,2025-26,22_649_shc_2025-26.4910,649,22
Dipadih Kalan,Balrampur,Chhattisgarh,188.16,8.24,273.2799999999999,6.05,0.35,0.9,25.68,0.47,38.92,27.0,72,130,2025-26,22_649_shc_2025-26.2424,649,22
Jargim,Balrampur,Chhattisgarh,313.6,7.8,323.6799999999999,5.02,0.64,0.89,34.56,0.406,37.8,27.0,72,130,2025-26,22_649_shc_2025-26.454,649,22
Makad,Balrampur,Chhattisgarh,257.4,6.31,280.35,5.58,0.35,0.5,8.51,0.35,25.24,27.0,72,130,2025-26,22_649_shc_2025-26.180,649,22
Makad,Balrampur,Chhattisgarh,268.6,6.28,282.29,5.63,0.29,0.5,8.719999999999999,0.51,25.12,27.0,72,130,2025-26,22_649_shc_2025-26.181,649,22
Makad,Balrampur,Chhattisgarh,287.2,5.63,287.32,5.54,0.32,1.5,9.34,0.38,22.52,27.0,72,130,2025-26,22_649_shc_2025-26.182,649,22
Natwarnagar (432344),Balrampur,Chhattisgarh,263.42,9.41,239.67999999999992,5.14,0.62,1.01,24.36,0.56,43.12,27.0,72,130,2025-26,22_649_shc_2025-26.1496,649,22
Natwarnagar (432344),Balrampur,Chhattisgarh,238.34,6.9,293.43999999999994,4.84,0.45,1.0,37.82,0.504,36.96,27.0,72,130,2025-26,22_649_shc_2025-26.1505,649,22
Natwarnagar (432344),Balrampur,Chhattisgarh,326.14,8.24,281.11999999999995,5.87,0.42,0.99,23.46,0.574,28.0,27.0,72,130,2025-26,22_649_shc_2025-26.1509,649,22
Pachawal,Balrampur,Chhattisgarh,188.16,11.47,320.31999999999994,6.18,0.26,0.81,8.64,0.676,38.64,27.0,72,130,2025-26,22_649_shc_2025-26.269,649,22
Pachawal (431847),Balrampur,Chhattisgarh,213.25,11.29,219.51999999999995,5.77,0.33,0.96,10.84,0.78,34.44,27.0,72,130,2025-26,22_649_shc_2025-26.270,649,22
Pachawal (431847),Balrampur,Chhattisgarh,275.97,10.66,244.15999999999994,6.74,0.44,1.04,10.02,0.648,36.68,27.0,72,130,2025-26,22_649_shc_2025-26.3383,649,22
Pachawal (431847),Balrampur,Chhattisgarh,238.34,11.29,213.91999999999996,5.91,0.29,1.08,7.24,0.866,38.64,27.0,72,130,2025-26,22_649_shc_2025-26.3400,649,22
Pachawal (431847),Balrampur,Chhattisgarh,213.25,11.11,327.0399999999999,5.93,0.44,0.74,7.72,0.592,33.04,27.0,72,130,2025-26,22_649_shc_2025-26.3569,649,22
Pachawal (431847),Balrampur,Chhattisgarh,225.79,11.38,254.23999999999992,6.12,0.59,0.99,7.04,0.586,36.68,27.0,72,130,2025-26,22_649_shc_2025-26.3570,649,22
Pachawal (431847),Balrampur,Chhattisgarh,188.16,10.21,197.11999999999998,5.68,0.38,0.83,6.8,0.688,29.96,27.0,72,130,2025-26,22_649_shc_2025-26.3574,649,22
Pachawal (431847),Balrampur,Chhattisgarh,263.42,10.48,325.91999999999996,6.31,0.7,0.88,5.34,0.83,36.12,27.0,72,130,2025-26,22_649_shc_2025-26.3575,649,22
Pachawal (431847),Balrampur,Chhattisgarh,175.62,10.93,170.23999999999995,5.99,0.24,1.06,11.04,0.754,37.8,27.0,72,130,2025-26,22_649_shc_2025-26.3586,649,22
Pachawal (431847),Balrampur,Chhattisgarh,200.7,11.29,206.07999999999993,6.13,0.74,0.67,10.06,0.6,44.24,27.0,72,130,2025-26,22_649_shc_2025-26.3593,649,22
Pachawal (431847),Balrampur,Chhattisgarh,225.79,8.87,313.5999999999999,5.74,0.7,0.77,9.14,0.722,37.24,27.0,72,130,2025-26,22_649_shc_2025-26.3594,649,22
Pachawal (431847),Balrampur,Chhattisgarh,213.25,10.66,306.87999999999994,7.73,0.71,0.8,10.82,0.758,43.4,27.0,72,130,2025-26,22_649_shc_2025-26.5243,649,22
Pachawal (431847),Balrampur,Chhattisgarh,225.79,10.39,287.8399999999999,7.77,0.35,0.73,10.16,0.588,32.48,27.0,72,130,2025-26,22_649_shc_2025-26.5245,649,22
Pendari,Balrampur,Chhattisgarh,274.22,5.62,245.34,7.32,0.34,2.0,7.359999999999999,0.39,22.48,27.0,72,130,2025-26,22_649_shc_2025-26.359,649,22
Pendari,Balrampur,Chhattisgarh,272.98,5.61,253.32,5.89,0.32,2.0,8.120000000000001,0.44,22.44,27.0,72,130,2025-26,22_649_shc_2025-26.3916,649,22
Pendari,Balrampur,Chhattisgarh,264.43,5.76,266.34,6.12,0.34,2.0,8.59,0.18,23.04,27.0,72,130,2025-26,22_649_shc_2025-26.3921,649,22
Pendari,Balrampur,Chhattisgarh,283.99,8.35,267.34,5.87,0.34,2.0,7.15,0.36,33.4,27.0,72,130,2025-26,22_649_shc_2025-26.3922,649,22
Pendari,Balrampur,Chhattisgarh,272.23,5.65,256.32,6.12,0.32,1.0,7.4,0.43,22.6,27.0,72,130,2025-26,22_649_shc_2025-26.3933,649,22
Pendari,Balrampur,Chhattisgarh,274.23,6.59,256.34,5.76,0.34,2.0,7.390000000000001,0.43,26.36,27.0,72,130,2025-26,22_649_shc_2025-26.3935,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,263.42,10.39,241.91999999999996,5.12,0.55,0.92,43.08,0.58,31.64,27.0,72,130,2025-26,22_649_shc_2025-26.608,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,351.23,10.39,305.75999999999993,5.29,0.36,0.94,44.86,0.42,23.52,27.0,72,130,2025-26,22_649_shc_2025-26.609,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,238.34,11.47,325.91999999999996,5.94,0.29,0.92,41.6,0.554,35.0,27.0,72,130,2025-26,22_649_shc_2025-26.610,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,263.42,10.75,251.99999999999994,5.02,0.52,0.91,46.02,0.564,43.4,27.0,72,130,2025-26,22_649_shc_2025-26.612,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,313.6,11.11,215.03999999999994,4.79,0.64,1.01,42.66,0.452,22.4,27.0,72,130,2025-26,22_649_shc_2025-26.618,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,263.42,8.6,300.15999999999997,5.43,0.7,1.06,31.82,0.518,41.44,27.0,72,130,2025-26,22_649_shc_2025-26.624,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,326.14,10.21,343.8399999999999,4.78,0.65,0.86,31.8,0.556,41.72,27.0,72,130,2025-26,22_649_shc_2025-26.4043,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,225.79,8.42,269.91999999999996,4.92,0.35,0.77,29.74,0.526,26.6,27.0,72,130,2025-26,22_649_shc_2025-26.4054,649,22
Tatijhariya (432350),Balrampur,Chhattisgarh,363.78,11.65,355.0399999999999,4.79,0.23,0.85,37.96,0.538,33.32,27.0,72,130,2025-26,22_649_shc_2025-26.4062,649,22
Tikni,Balrampur,Chhattisgarh,250.88,10.48,324.79999999999995,5.1,0.42,0.69,54.28,0.438,24.08,27.0,72,130,2025-26,22_649_shc_2025-26.81,649,22
Alnar,Bastar,Chhattisgarh,188.16,18.34,351.01,5.07,0.37,0.536,12.61,0.594,14.25,27.0,72,130,2024-25,22_374_shc_2024-25.6257,374,22
Alnar,Bastar,Chhattisgarh,316.1088,21.33376,425.59999999999997,6.44,0.469,0.454,27.626145915861986,1.105,30.25,27.0,72,130,2024-25,22_374_shc_2024-25.6324,374,22
Alnar,Bastar,Chhattisgarh,275.96,19.57,215.82,5.09,0.47,0.462,9.698,0.368,18.13,27.0,72,130,2024-25,22_374_shc_2024-25.6368,374,22
Alnar,Bastar,Chhattisgarh,288.51,14.52,210.01,5.63,0.46,0.471,7.338,0.551,17.51,27.0,72,130,2024-25,22_374_shc_2024-25.6390,374,22
Alnar,Bastar,Chhattisgarh,313.61,28.22,104.04,5.95,0.59,0.478,7.404,0.302,21.51,27.0,72,130,2024-25,22_374_shc_2024-25.6391,374,22
Alnar,Bastar,Chhattisgarh,163.07,8.79,313.71,5.88,0.36,0.536,12.99,0.418,9.75,27.0,72,130,2024-25,22_374_shc_2024-25.6404,374,22
Babusemra,Bastar,Chhattisgarh,200.71,9.31,393.79,5.94,0.49,0.424,12.05,0.664,9.93,27.0,72,130,2024-25,22_374_shc_2024-25.1187,374,22
Babusemra,Bastar,Chhattisgarh,464.12,12.81,167.88,5.56,0.49,0.473,18.58,0.681,14.88,27.0,72,130,2024-25,22_374_shc_2024-25.1189,374,22
Babusemra,Bastar,Chhattisgarh,376.32,17.64,264.43,6.41,0.51,0.632,11.045,1.744,8.38,27.0,72,130,2024-25,22_374_shc_2024-25.5465,374,22
Babusemra,Bastar,Chhattisgarh,263.42,15.69,239.28,6.01,0.52,0.507,14.954,0.683,0.475,27.0,72,130,2024-25,22_374_shc_2024-25.6607,374,22
Babusemra,Bastar,Chhattisgarh,263.42,15.48,169.12,6.06,0.54,0.452,12.94,0.881,30.01,27.0,72,130,2024-25,22_374_shc_2024-25.6612,374,22
Babusemra,Bastar,Chhattisgarh,200.71,9.17,360.64,6.16,0.49,0.584,26.08,0.694,14.28,27.0,72,130,2024-25,22_374_shc_2024-25.6613,374,22
Babusemra,Bastar,Chhattisgarh,150.52,23.51,8.47,6.23,0.42,0.441,18.46,0.076,18.96,27.0,72,130,2024-25,22_374_shc_2024-25.6620,374,22
Babusemra,Bastar,Chhattisgarh,150.52,12.54,201.04,5.89,0.49,0.531,29.31,0.101,16.55,27.0,72,130,2024-25,22_374_shc_2024-25.6621,374,22
Babusemra,Bastar,Chhattisgarh,213.24,17.26,133.72,5.91,0.42,0.536,1.99,0.706,17.01,27.0,72,130,2024-25,22_374_shc_2024-25.6642,374,22
Babusemra,Bastar,Chhattisgarh,213.24,14.18,171.47,5.74,0.48,0.452,15.43,0.274,27.25,27.0,72,130,2024-25,22_374_shc_2024-25.6645,374,22
Babusemra,Bastar,Chhattisgarh,313.61,9.31,160.83,5.89,0.39,0.4594,7.736,0.458,15.28,27.0,72,130,2024-25,22_374_shc_2024-25.6648,374,22
Babusemra,Bastar,Chhattisgarh,229.5552,23.125760000000003,283.36,5.82,0.541,0.451,31.430544171106064,1.029,13.875000000000002,27.0,72,130,2024-25,22_374_shc_2024-25.6649,374,22
Babusemra,Bastar,Chhattisgarh,250.88,9.11,148.28,5.64,0.43,0.435,16.355,1.064,9.13,27.0,72,130,2024-25,22_374_shc_2024-25.6680,374,22
Babusemra,Bastar,Chhattisgarh,225.79,7.68,259.28,6.32,0.45,0.448,8.21,0.749,10.51,27.0,72,130,2024-25,22_374_shc_2024-25.6691,374,22
Babusemra,Bastar,Chhattisgarh,238.33,17.23,270.06,6.05,0.46,0.537,24.761,0.417,0.453,27.0,72,130,2024-25,22_374_shc_2024-25.6696,374,22
Babusemra,Bastar,Chhattisgarh,150.52,5.84,109.21,5.95,0.57,0.512,26.91,0.521,10.92,27.0,72,130,2024-25,22_374_shc_2024-25.6699,374,22
Babusemra,Bastar,Chhattisgarh,200.71,16.34,144.59,6.34,0.49,0.446,15.25,0.604,23.05,27.0,72,130,2024-25,22_374_shc_2024-25.6701,374,22
Babusemra,Bastar,Chhattisgarh,263.42,10.78,229.01,5.98,0.52,0.482,15.11,0.761,24.29,27.0,72,130,2024-25,22_374_shc_2024-25.6722,374,22
Babusemra,Bastar,Chhattisgarh,163.07,11.57,295.79,6.02,0.62,0.468,14.67,0.436,34.63,27.0,72,130,2024-25,22_374_shc_2024-25.6741,374,22
Badrenga,Bastar,Chhattisgarh,275.96,6.21,236.99,5.94,0.47,0.543,42.481,0.509,24.13,27.0,72,130,2024-25,22_374_shc_2024-25.1494,374,22
Badrenga,Bastar,Chhattisgarh,301.05,26.92,129.47,5.26,0.61,0.498,9.681000000000001,1.288,29.25,27.0,72,130,2024-25,22_374_shc_2024-25.5663,374,22
Badrenga,Bastar,Chhattisgarh,313.61,25.47,137.76,6.64,0.63,0.344,27.831,1.086,31.63,27.0,72,130,2024-25,22_374_shc_2024-25.7260,374,22
Badrenga,Bastar,Chhattisgarh,263.42,28.54,277.53,5.37,0.46,0.432,37.183,1.251,14.38,27.0,72,130,2024-25,22_374_shc_2024-25.7261,374,22
Badrenga,Bastar,Chhattisgarh,275.96,20.91,245.72,5.16,0.45,0.584,20.701,0.632,40.13,27.0,72,130,2024-25,22_374_shc_2024-25.7262,374,22
Badrenga,Bastar,Chhattisgarh,275.96,13.82,248.19,6.45,0.46,0.461,27.537,1.414,35.13,27.0,72,130,2024-25,22_374_shc_2024-25.7264,374,22
Badrenga,Bastar,Chhattisgarh,288.51,24.19,321.66,5.52,0.58,6.493,39.177,1.175,34.88,27.0,72,130,2024-25,22_374_shc_2024-25.7269,374,22
Badrenga,Bastar,Chhattisgarh,263.42,28.51,292.76,5.71,0.51,0.574,26.793,1.481,29.51,27.0,72,130,2024-25,22_374_shc_2024-25.7270,374,22
Badrenga,Bastar,Chhattisgarh,188.16,22.89,205.29,5.86,0.36,0.574,38.797,0.782,16.88,27.0,72,130,2024-25,22_374_shc_2024-25.7272,374,22
Badrenga,Bastar,Chhattisgarh,213.24,28.46,183.91,6.34,0.42,0.437,13.833,0.699,32.25,27.0,72,130,2024-25,22_374_shc_2024-25.7284,374,22
Badrenga,Bastar,Chhattisgarh,213.24,22.07,142.12,5.78,0.45,0.446,29.393,1.302,12.51,27.0,72,130,2024-25,22_374_shc_2024-25.7285,374,22
Badrenga,Bastar,Chhattisgarh,263.42,7.11,194.76,5.29,0.47,0.562,35.065,0.993,9.75,27.0,72,130,2024-25,22_374_shc_2024-25.7286,374,22
Badrenga,Bastar,Chhattisgarh,326.14,28.98,215.82,6.45,0.62,0.639,28.116,0.604,21.13,27.0,72,130,2024-25,22_374_shc_2024-25.7287,374,22
Badrenga,Bastar,Chhattisgarh,238.33,15.17,182.11,5.87,0.46,0.261,15.695,1.253,18.75,27.0,72,130,2024-25,22_374_shc_2024-25.7289,374,22
Badrenga,Bastar,Chhattisgarh,301.05,14.82,192.41,5.05,0.62,0.463,36.153,1.042,16.51,27.0,72,130,2024-25,22_374_shc_2024-25.7303,374,22
Badrenga,Bastar,Chhattisgarh,250.88,18.96,261.85,5.54,0.63,0.583,26.753,1.435,20.38,27.0,72,130,2024-25,22_374_shc_2024-25.7305,374,22
Badrenga,Bastar,Chhattisgarh,301.05,11.07,248.08,5.74,0.39,0.431,15.879,0.563,14.75,27.0,72,130,2024-25,22_374_shc_2024-25.7819,374,22
Badrenga,Bastar,Chhattisgarh,351.23,12.93,133.16,6.05,0.64,0.431,24.193,1.353,14.88,27.0,72,130,2024-25,22_374_shc_2024-25.4226,374,22
Bakawand,Bastar,Chhattisgarh,303.5648,15.912960000000002,340.47999999999996,6.38,0.573,0.511,39.37106434502521,0.946,24.5,27.0,72,130,2024-25,22_374_shc_2024-25.687,374,22
Bakawand,Bastar,Chhattisgarh,238.33,10.85,168.01,6.26,0.64,0.416,10.546,1.274,27.13,27.0,72,130,2024-25,22_374_shc_2024-25.770,374,22
Bakawand,Bastar,Chhattisgarh,263.42,20.03,179.21,5.17,0.41,0.403,18.955,0.1233,30.63,27.0,72,130,2024-25,22_374_shc_2024-25.3789,374,22
Bakawand,Bastar,Chhattisgarh,360.0128,24.783360000000002,271.03999999999996,5.97,0.59,0.484,38.16870396903643,0.727,11.25,27.0,72,130,2024-25,22_374_shc_2024-25.3794,374,22
Bakawand,Bastar,Chhattisgarh,388.86,7.98,313.61,6.38,0.49,0.631,36.588,0.429,10.01,27.0,72,130,2024-25,22_374_shc_2024-25.3802,374,22
Bakawand,Bastar,Chhattisgarh,363.77,18.43,112.01,5.16,0.61,0.621,38.326,0.706,30.25,27.0,72,130,2024-25,22_374_shc_2024-25.3841,374,22
Bakawand,Bastar,Chhattisgarh,275.96,17.99,179.21,6.43,0.47,0.527,27.294,0.724,34.38,27.0,72,130,2024-25,22_374_shc_2024-25.3855,374,22
Bakawand,Bastar,Chhattisgarh,137.98,8.56,302.41,5.33,0.64,0.496,14.025,1.652,28.88,27.0,72,130,2024-25,22_374_shc_2024-25.3856,374,22
Bakawand,Bastar,Chhattisgarh,250.88,24.71,302.41,5.54,0.64,0.506,24.045,0.278,30.75,27.0,72,130,2024-25,22_374_shc_2024-25.4103,374,22
Bakawand,Bastar,Chhattisgarh,426.49,12.46,313.61,5.53,0.58,0.613,14.035,1.221,17.13,27.0,72,130,2024-25,22_374_shc_2024-25.5013,374,22
Bakawand,Bastar,Chhattisgarh,250.88,12.39,156.81,6.57,0.36,0.573,28.329,0.932,21.13,27.0,72,130,2024-25,22_374_shc_2024-25.5143,374,22
Bastanar,Bastar,Chhattisgarh,267.18719999999996,10.42944,319.2,6.01,0.583,0.717,10.505835312141587,0.629,18.5,27.0,72,130,2024-25,22_374_shc_2024-25.1787,374,22
Bhainsgaon,Bastar,Chhattisgarh,238.33,6.22,281.91,6.09,0.46,0.486,89.29,0.261,16.14,27.0,72,130,2024-25,22_374_shc_2024-25.959,374,22
Bhainsgaon,Bastar,Chhattisgarh,250.88,19.24,148.51,5.79,0.5,0.573,3.966,0.891,15.96,27.0,72,130,2024-25,22_374_shc_2024-25.4993,374,22
Bhainsgaon,Bastar,Chhattisgarh,213.24,12.82,245.5,5.32,0.46,0.484,22.62,0.596,10.14,27.0,72,130,2024-25,22_374_shc_2024-25.4999,374,22
Bhanpuri,Bastar,Chhattisgarh,175.61,22.11,151.21,6.21,0.44,0.605,24.799,0.511,15.63,27.0,72,130,2024-25,22_374_shc_2024-25.7228,374,22
Bhanpuri,Bastar,Chhattisgarh,288.51,14.03,145.61,6.75,0.68,0.677,7.231,0.332,13.38,27.0,72,130,2024-25,22_374_shc_2024-25.7238,374,22
Bhanpuri,Bastar,Chhattisgarh,275.96,14.86,107.52,5.59,0.41,0.687,8.864,0.515,26.01,27.0,72,130,2024-25,22_374_shc_2024-25.19,374,22
Bhanpuri,Bastar,Chhattisgarh,313.61,8.14,96.32,5.71,0.61,0.471,26.018,0.589,19.01,27.0,72,130,2024-25,22_374_shc_2024-25.129,374,22
Bhanpuri,Bastar,Chhattisgarh,388.86,23.11,106.41,6.52,0.47,0.421,26.793,1.031,17.38,27.0,72,130,2024-25,22_374_shc_2024-25.338,374,22
Bhanpuri,Bastar,Chhattisgarh,275.96,20.37,364.01,6.05,0.48,0.564,17.866,0.477,32.13,27.0,72,130,2024-25,22_374_shc_2024-25.1471,374,22
Bhanpuri,Bastar,Chhattisgarh,163.07,19.75,379.68,5.98,0.76,0.558,28.446,1.095,24.25,27.0,72,130,2024-25,22_374_shc_2024-25.1501,374,22
Bhanpuri,Bastar,Chhattisgarh,160.5632,19.147520000000004,278.87999999999994,6.54,0.666,0.429,18.44616445364978,0.77,17.5,27.0,72,130,2024-25,22_374_shc_2024-25.1506,374,22
Bhanpuri,Bastar,Chhattisgarh,225.79,18.85,212.81,6.44,0.55,0.667,32.306,1.106,33.38,27.0,72,130,2024-25,22_374_shc_2024-25.1740,374,22
Bhanpuri,Bastar,Chhattisgarh,163.072,6.91,146.72,6.56,0.65,0.574,11.396,0.603,12.25,27.0,72,130,2024-25,22_374_shc_2024-25.7235,374,22
Bhanpuri,Bastar,Chhattisgarh,313.61,12.82,311.36,6.11,0.041,0.395,28.673000000000002,0.855,21.25,27.0,72,130,2024-25,22_374_shc_2024-25.7239,374,22
Bhanpuri,Bastar,Chhattisgarh,351.23,10.58,320.32,6.75,0.49,0.591,29.441,1.061,27.75,27.0,72,130,2024-25,22_374_shc_2024-25.7258,374,22
Bhanpuri,Bastar,Chhattisgarh,263.42,8.83,388.64,6.64,0.64,0.596,17.306,1.101,26.63,27.0,72,130,2024-25,22_374_shc_2024-25.7280,374,22
Bhond,Bastar,Chhattisgarh,238.33,11.84,96.88,5.88,0.42,0.486,37.31,0.596,21.51,27.0,72,130,2024-25,22_374_shc_2024-25.505,374,22
Bhond,Bastar,Chhattisgarh,263.42,18.45,126.56,6.22,0.63,0.613,20.65,0.369,17.51,27.0,72,130,2024-25,22_374_shc_2024-25.3443,374,22
Bhond,Bastar,Chhattisgarh,213.24,9.18,151.31,6.15,0.41,0.473,38.12,0.048,10.03,27.0,72,130,2024-25,22_374_shc_2024-25.4131,374,22
Bhond,Bastar,Chhattisgarh,313.61,16.58,172.48,6.03,0.47,0.661,33.582,0.352,18.25,27.0,72,130,2024-25,22_374_shc_2024-25.4138,374,22
Bhond,Bastar,Chhattisgarh,288.51,19.7,85.23,6.05,0.47,0.439,59.56,0.658,24.01,27.0,72,130,2024-25,22_374_shc_2024-25.5640,374,22
Bhond,Bastar,Chhattisgarh,255.79,16.18,108.64,5.99,0.51,0.544,24.233,0.574,17.51,27.0,72,130,2024-25,22_374_shc_2024-25.5668,374,22
